CATALOG_KEY,PRO_NOMBRE
419,OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE NERVIOS Y GLANGLIOS CRANEALES Y PERIFÉRICOS
42,DESTRUCCIÓN DE NERVIOS CRANEALES Y PERIFÉRICOS
042X,DESTRUCCIÓN DE NERVIOS CRANEALES Y PERIFÉRICOS
43,SUTURA DE NERVIOS CRANEALES Y PERIFÉRICOS
043X,SUTURA DE NERVIOS CRANEALES Y PERIFÉRICOS
44,LISIS DE ADHERENCIAS Y DESCOMPRESIÓN DE NERVIOS CRANEALES Y PERIFÉRICOS
441,DESCOMPRESIÓN DE RAÍZ DE NERVIO TRIGÉMINO
442,DESCOMPRESIÓN DE OTRO NERVIO CRANEAL
443,LIBERACIÓN DE TÚNEL CARPIANO
444,LIBERACIÓN DE TÚNEL TARSAL
449,OTRA DESCOMPRESIÓN O LISIS DE ADHERENCIA DE NERVIO O GANGLIO PERIFÉRICO
45,INJERTO DE NERVIO CRANEAL O PERIFÉRICO
045X,INJERTO DE NERVIO CRANEAL O PERIFÉRICO
46,TRANSPOSICIÓN DE NERVIOS CRANEALES Y PERIFÉRICOS
046X,TRANSPOSICIÓN DE NERVIOS CRANEALES Y PERIFÉRICOS
47,OTRA NEUROPLASTIA CRANEAL O PERIFÉRICA
471,ANASTOMOSIS HIPOGLOSO-FACIAL
472,ANASTOMOSIS ACCESORIO-FACIAL
473,ANASTOMOSIS ACCESORIO-HIPOGLOSA
474,OTRA ANASTOMOSIS DE NERVIO CRANEAL O PERIFÉRICO
475,REVISIÓN DE REPARACIÓN ANTERIOR DE NERVIOS CRANEALES Y PERIFÉRICOS
476,REPARACIÓN DE HERIDA TRAUMÁTICA ANTIGUA DE CRÁNEO Y NERVIOS PERIFÉRICOS
479,OTRAS NEUROPLASTIAS
48,INYECCIÓN DENTRO DE NERVIO PERIFÉRICO
480,"INYECCIÓN DE NERVIO CRANEAL O PERIFÉRICO, NO ESPECIFICADO DE OTRA MANERA"
481,INYECCIÓN DE ANESTESIA DENTRO DE NERVIO CRANEAL O PERIFÉRICO CON FINES ANALGÉSICOS
489,INYECCIÓN DE OTRO AGENTE EXCEPTO NEUROLÍTICO
49,OTRAS OPERACIONES SOBRE NERVIOS CRANEALES Y PERIFÉRICOS
491,NEURECTASIA
492,IMPLANTACIÓN O SUSTITUCIÓN DE ELECTRODO(S) DE NEUROESTIMULADOR PERIFÉRICO
493,EXTRACCIÓN DE ELECTRODO(S) DE NEUROESTIMULADOR PERIFÉRICO
499,OTRA OPERACIÓN SOBRE NERVIOS CRANEALES Y PERIFÉRICOS
5,OPERACIONES SOBRE NERVIOS O GANGLIOS SIMPÁTICOS
50,DIVISIÓN DE NERVIO O GANGLIO SIMPÁTICO
050X,DIVISIÓN DE NERVIO O GANGLIO SIMPÁTICO
51,PROCEDIMIENTOS DIAGNÓSTICOS SOBRE NERVIOS O GANGLIOS SIMPÁTICOS
511,BIOPSIA DE NERVIO O GANGLIO SIMPÁTICO
519,OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE NERVIOS O GANGLIOS SIMPÁTICOS
52,SIMPATECTOMÍA
521,GANGLIONECTOMÍA ESFENOPALATINA
522,SIMPATECTOMÍA CERVICAL
523,SIMPATECTOMÍA LUMBAR
524,SIMPATECTOMÍA PRESACRAL
525,SIMPATECTOMÍA PERIARTERIAL
529,OTRAS SIMPATECTOMÍAS Y GANGLIONECTOMÍAS
53,INYECCIÓN EN NERVIO O GANGLIO SIMPÁTICO
531,INYECCIÓN DE ANESTÉSICO EN NERVIO SIMPÁTICO CON FINES ANALGÉSICOS
532,INYECCIÓN DE AGENTE NEUROLÍTICO EN NERVIO SIMPÁTICO
539,OTRA INYECCIÓN EN NERVIO O GANGLIO SIMPÁTICO
58,OTRAS OPERACIONES SOBRE NERVIOS O GANGLIOS SIMPÁTICOS
581,REPARACIÓN DE NERVIO O GANGLIO SIMPÁTICO
589,OTRAS OPERACIONES SOBRE NERVIOS O GANGLIOS LINFÁTICOS
59,OTRAS OPERACIONES SOBRE EL SISTEMA NERVIOSO
059X,OTRAS OPERACIONES SOBRE EL SISTEMA NERVIOSO
0,OPERACIONES SOBRE EL SISTEMA ENDOCRINO (06 - 07)
6,OPERACIONES SOBRE LAS GLÁNDULAS TIROIDES Y PARATIROIDES
60,INCISIÓN SOBRE EL ÁREA TIROIDEA
601,ASPIRACIÓN DEL ÁREA TIROIDEA
602,REAPERTURA DE HERIDA DE ÁREA TIROIDEA
609,OTRA INCISIÓN DEL ÁREA TIROIDEA
61,PROCEDIMIENTOS DIAGNÓSTICOS SOBRE GLÁNDULAS PARATIROIDES Y TIROIDES
611,BIOPSIA CERRADA [AGUJA] [PERCUTÁNEA] DE GLÁNDULA TIROIDES
612,OTRA BIOPSIA DE GLÁNDULA TIROIDES
613,BIOPSIA DE GLÁNDULA PARATIROIDES
619,OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE GLÁNDULAS TIROIDES Y PARATIROIDES
62,LOBECTOMÍA TIROIDEA UNILATERAL
062X,LOBECTOMÍA TIROIDEA UNILATERAL
63,OTRA TIROIDECTOMÍA PARCIAL
631,EXTIRPACIÓN DE LESIÓN DE TIROIDES
639,OTRA TIROIDECTOMÍA PARCIAL
64,TIROIDECTOMÍA TOTAL
064X,TIROIDECTOMÍA TOTAL
65,TIROIDECTOMÍA RETROESTERNAL
650,"TIROIDECTOMÍA RETROESTERNAL, NO ESPECIFICADA DE OTRA MANERA"
651,TIROIDECTOMÍA RETROESTERNAL PARCIAL
652,TIROIDECTOMÍA RETROESTERNAL TOTAL
66,EXTIRPACIÓN DE TIROIDES LINGUAL
066X,EXTIRPACIÓN DE TIROIDES LINGUAL
67,EXTIRPACIÓN DEL CONDUCTO TIROGLOSO
067X,EXTIRPACIÓN DEL CONDUCTO TIROGLOSO
68,PARATIROIDECTOMÍA
681,PARATIROIDECTOMÍA TOTAL
689,OTRA PARATIROIDECTOMÍA
69,OTRAS OPERACIONES SOBRE TIROIDES (REGIÓN) Y PARATIROIDES
691,DIVISIÓN DEL ISTMO TIROIDEO
692,LIGADURA DE VASOS TIROIDEOS
693,SUTURA DE GLÁNDULA TIROIDES
694,REIMPLANTACIÓN DE TEJIDOS TIROIDEOS
695,REIMPLANTACIÓN DE TEJIDO PARATIROIDEO
698,OTRAS OPERACIONES SOBRE GLÁNDULAS TIROIDES
699,OTRAS OPERACIONES SOBRE GLÁNDULAS PARATIROIDES
7,OPERACIONES SOBRE OTRAS GLÁNDULAS ENDOCRINAS
70,EXPLORACIÓN DEL ÁREA SUPRARRENAL
700,"EXPLORACIÓN DE ÁREA SUPRARRENAL, NO ESPECIFICADO DE OTRA MANERA"
701,EXPLORACIÓN UNILATERAL DEL ÁREA SUPRARRENAL
702,EXPLORACIÓN BILATERAL DEL ÁREA SUPRARRENAL
71,"PROCEDIMIENTOS DIAGNÓSTICOS SOBRE GLÁNDULAS SUPRARRENALES, GLÁNDULA PITUITARIA,"
711,BIOPSIA CERRADA [AGUJA] [PERCUTÁNEA] DE GLÁNDULA SUPRARRENAL
712,OTRA BIOPSIA DE GLÁNDULA SUPRARRENAL
713,"BIOPSIA DE GLÁNDULA PITUITARIA, ACCESO TRANSFRONTAL"
714,"BIOPSIA DE GLÁNDULA PITUITARIA, ACCESO TRANSESFENOIDAL"
715,"BIOPSIA DE GLÁNDULA PITUITARIA, ACCESO NO ESPECIFICADO"
716,BIOPSIA DE TIMO
717,BIOPSIA DE GLÁNDULA PINEAL
719,"OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE GLÁNDULAS SUPRARRENALES, GLÁNDULA PITUITARIA, GLÁNDULA PINEAL Y TIMO"
72,SUPRARRENALECTOMÍA PARCIAL
721,EXCISIÓN DE LESIÓN DE GLÁNDULA SUPRARRENAL
722,SUPRARRENALECTOMÍA UNILATERAL
729,OTRA SUPRARRENALECTOMÍA PARCIAL
73,SUPRARRENALECTOMÍA BILATERAL
073X,SUPRARRENALECTOMÍA BILATERAL
74,"OTRAS OPERACIONES SOBRE GLÁNDULAS, NERVIOS, Y VASOS SUPRARRENALES"
741,INCISIÓN DE GLÁNDULA SUPRARRENAL
742,DIVISIÓN DE NERVIOS AFERENTES CON GLÁNDULAS SUPRARRENALES
743,LIGADURA DE VASOS SUPRARRENALES
744,REPARACIÓN DE GLÁNDULA SUPRARRENAL
745,REIMPLANTACIÓN DE TEJIDO SUPRARRENAL
749,"OTRA OPERACIÓN SOBRE GLÁNDULAS, NERVIOS Y VASOS SUPRARRENALES"
75,OPERACIONES SOBRE GLÁNDULA PINEAL
751,EXPLORACIÓN DEL ÁREA PINEAL
752,INCISIÓN DE GLÁNDULA PINEAL
753,EXCISIÓN PARCIAL DE GLÁNDULA PINEAL
754,EXCISIÓN TOTAL DE GLÁNDULA PINEAL
759,OTRAS OPERACIONES SOBRE GLÁNDULA PINEAL
76,HIPOFISECTOMÍA
761,"EXCISIÓN PARCIAL DE GLÁNDULA PITUITARIA, ACCESO TRANSFRONTAL"
762,"EXCISIÓN PARCIAL DE GLÁNDULA PITUITARIA, ACCESO TRANSESFENOIDAL"
763,"EXCISIÓN PARCIAL DE GLÁNDULA PITUITARIA, ACCESO NO ESPECIFICADO"
764,"EXCISIÓN TOTAL DE GLÁNDULA PITUITARIA, ACCESO TRANSFRONTAL"
765,"EXCISIÓN TOTAL DE GLÁNDULA PITUITARIA, ACCESO TRANSESFENOIDAL"
768,"EXCISIÓN TOTAL DE GLÁNDULA PITUITARIA, OTRO ACCESO ESPECIFICADO"
769,"EXCISIÓN TOTAL DE GLÁNDULA PITUITARIA, ACCESO NO ESPECIFICADO"
77,OTRAS OPERACIONES SOBRE HIPÓFISIS
771,EXPLORACIÓN DE FOSA PITUITARIA
772,INCISIÓN DE GLÁNDULA PITUITARIA
779,OTRA OPERACIÓN SOBRE HIPÓFISIS
78,TIMECTOMÍA
780,"TIMECTOMÍA, NO ESPECIFICADA DE OTRA MANERA"
781,OTRA EXTIRPACIÓN PARCIAL DE TIMO
782,OTRA EXTIRPACIÓN TOTAL DE TIMO
783,EXTIRPACIÓN PARCIAL DEL TIMO POR TORACOSCOPÍA
784,EXTIRPACIÓN TOTAL DEL TIMO POR TORACOSCOPÍA
79,OTRAS OPERACIONES SOBRE EL TIMO
791,EXPLORACIÓN DEL ÁREA TÍMICA
792,OTRA INCISIÓN DE TIMO
793,REPARACIÓN DE TIMO
794,TRANSPLANTE DE TIMO
795,INCISIÓN DE TIMO POR TORACOSCOPÍA
798,OTRAS OPERACIONES Y LAS NO ESPECIFICADAS DEL TIMO POR TORACOSCOPIA
799,OTRAS OPERACIÓNES Y LAS NO ESPECIFICADAS DEL TIMO
0,OPERACIONES SOBRE EL OJO (08 - 16)
8,OPERACIONES SOBRE PÁRPADOS
80,INCISIÓN DE PÁRPADO
801,INCISIÓN DEL MARGEN DEL PÁRPADO
802,SECCIONADO DE BLEFARORRAFIA
809,OTRA INCISIÓN DE PÁRPADO
81,PROCEDIMIENTOS DIAGNÓSTICOS SOBRE PÁRPADO
811,BIOPSIA DE PÁRPADO
819,OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE PÁRPADO
82,EXCISIÓN O DESTRUCCIÓN DE LESIÓN O TEJIDO DE PÁRPADO
820,"ELIMINACIÓN DE LESIÓN DE PÁRPADO, NO ESPECIFICADO DE OTRA MANERA"
821,EXCISIÓN DE CHALAZIÓN
822,EXCISIÓN DE OTRA LESIÓN MENOR DE PÁRPADO
823,"EXCISIÓN DE LESIÓN IMPORTANTE DE PÁRPADO, ESPESOR PARCIAL"
824,"EXCISIÓN DE LESIÓN IMPORTANTE DE PÁRPADO, ESPESOR TOTAL"
825,DESTRUCCIÓN DE LESIÓN DE PÁRPADO
83,REPARACIÓN DE BLEFAROPTOSIS Y RETRACCIÓN DEL PÁRPADO
831,REPARACIÓN DE BLEFAROPTOSIS POR TÉCNICA DE MÚSCULO FRONTAL CON SUTURA
832,REPARACIÓN DE BLEFAROPTOSIS POR TÉCNICA DE MÚSCULO FRONTAL CON SUSPENSIÓN FACIAL
833,REPARACIÓN DE BLEFAROPTOSIS POR RESECCIÓN O AVANCE DE MÚSCULO ELEVADOR O APONEUROSIS
834,REPARACIÓN DE BLEFAROPTOSIS POR OTRAS TÉCNICAS DEL MÚSCULO ELEVADOR
835,REPARACIÓN DE BLEFAROPTOSIS POR OTRA TÉCNICA TARSIANA
836,REPARACIÓN DE BLEFAROPTOSIS POR OTRAS TÉCNICAS
837,REDUCCIÓN DE CORRECCIÓN EXCESIVA DE PTOSIS
838,CORRECCIÓN DE RETRACCIÓN DEL PÁRPADO
84,REPARACIÓN DE ENTROPIÓN O ECTROPIÓN
841,REPARACIÓN DE ENTROPIÓN O ECTROPIÓN POR TERMOCAUTERIZACIÓN
842,REPARACIÓN DE ENTROPIÓN O ECTROPIÓN POR TÉCNICA DE SUTURA
843,REPARACIÓN DE ENTROPIÓN O ECTROPIÓN CON RESECCIÓN EN CUÑA
844,REPARACIÓN DE ENTROPIÓN O ECTROPIÓN CON RECONSTRUCCIÓN DE PÁRPADO
849,OTRA REPARACIÓN DE ENTROPIÓN O ECTROPIÓN
85,OTRO AJUSTE DE POSICIÓN DE PÁRPADO
851,CANTOTOMÍA
852,BLEFARORRAFIA
859,OTRO AJUSTE DE POSICIÓN DEL PÁRPADO
86,RECONSTRUCCIÓN DE PÁRPADO CON COLGAJO O INJERTO
861,RECONSTRUCCIÓN DE PÁRPADO CON COLGAJO O INJERTO DE PIEL
862,RECONSTRUCCIÓN DE PÁRPADO CON COLGAJO O INJERTO DE MEMBRANA MUCOSA
863,RECONSTRUCCIÓN DE PÁRPADO CON INJERTO DE FOLÍCULO PILOSO
864,RECONSTRUCCIÓN DE PÁRPADO CON COLGAJO TARSOCONJUNTIVAL
869,OTRA RECONSTRUCCIÓN DE PÁRPADO CON COLGAJOS O INJERTOS
87,OTRA RECONSTRUCCIÓN DE PÁRPADO
870,"RECONSTRUCCIÓN DE PÁRPADO, NO ESPECIFICADO DE OTRA MANERA"
871,"RECONSTRUCCIÓN DE PÁRPADO, CON IMPLICACIÓN DE MARGEN DE PÁRPADO, GROSOR PARCIAL"
872,"OTRA RECONSTRUCCIÓN DE PÁRPADO, GROSOR PARCIAL"
873,"RECONSTRUCCIÓN DE PÁRPADO, CON IMPLICACIÓN DE MARGEN DEL PÁRPADO, GROSOR TOTAL"
874,"OTRA RECONSTRUCCIÓN DEL PÁRPADO, GROSOR TOTAL"
88,OTRA REPARACIÓN DEL PÁRPADO
881,REPARACIÓN LINEAL DE LACERACIÓN DE PÁRPADO O CEJA
882,"REPARACIÓN DE LACERACIÓN CON AFECTACIÓN DE MARGEN PÁRPADO, GROSOR PARCIAL"
883,"OTRA REPARACIÓN DE LACERACIÓN DE PÁRPADO, GROSOR PARCIAL"
884,"REPARACIÓN DE LACERACIÓN CON AFECTACIÓN DE MARGEN DE PÁRPADO, GROSOR TOTAL"
885,"OTRA REPARACIÓN DE LACERACIÓN DE PÁRPADO, GROSOR TOTAL"
886,RITIDECTOMÍA DE PÁRPADO INFERIOR
887,RITIDECTOMÍA DE PÁRPADO SUPERIOR
889,OTRA REPARACIÓN DE PÁRPADO
89,OTRAS OPERACIONES SOBRE PÁRPADOS
891,EPILACIÓN ELECTROQUIRÚRGICA DE PÁRPADO
892,EPILACIÓN CRIOQUIRÚRGICA DE PÁRPADO
893,OTRA EPILACIÓN DE PÁRPADO
899,OTRAS OPERACIONES DE PÁRPADOS
9,OPERACIONES SOBRE APARATO LAGRIMAL
90,INCISIÓN DE GLÁNDULA LAGRIMAL
090X,INCISIÓN DE GLÁNDULA LAGRIMAL
91,PROCEDIMIENTOS DIAGNÓSTICOS SOBRE APARATO LAGRIMAL
911,BIOPSIA DE GLÁNDULA LAGRIMAL
912,BIOPSIA DE SACO LAGRIMAL
919,OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE APARATO LAGRIMAL
92,EXCISIÓN DE LESIÓN O TEJIDO DE GLÁNDULA LAGRIMAL
920,"EXCISIÓN DE GLÁNDULA LAGRIMAL, NO ESPECIFICADA DE OTRA MANERA"
921,EXCISIÓN DE LESIÓN DE GLÁNDULA LAGRIMAL
922,OTRA DACRIOADENECTOMÍA PARCIAL
923,DACRIOADENECTOMÍA TOTAL
93,OTRAS OPERACIONES SOBRE GLÁNDULA LAGRIMAL
093X,OTRAS OPERACIONES SOBRE GLÁNDULA LAGRIMAL
94,MANIPULACIÓN DEL CONDUCTO LAGRIMAL
941,SONDAJE DEL PUNTO LAGRIMAL
942,SONDAJE DEL CANALÍCULOS LAGRIMALES
943,EXPLORACIÓN DE CONDUCTO NASOLAGRIMAL
944,INTUBACIÓN DE CONDUCTO NASOLAGRIMAL
949,OTRA MANIPULACIÓN DE CONDUCTO LAGRIMAL
95,INCISIÓN DE SACO Y CONDUCTOS LAGRIMALES
951,INCISIÓN DE PUNTO LAGRIMAL
952,INCISIÓN DE CANALÍCULOS LAGRIMALES
953,INCISIÓN DE SACO LAGRIMAL
959,OTRA INCISIÓN DE CONDUCTOS LAGRIMALES
96,EXCISIÓN DE SACO Y CONDUCTO LAGRIMAL
096X,EXCISIÓN DE SACO Y CONDUCTO LAGRIMAL
97,REPARACIÓN DE CANALÍCULO Y PUNTO
971,CORRECCIÓN DE PUNTO EVERTIDO
972,OTRA REPARACIÓN DE PUNTO
973,REPARACIÓN DE CANALÍCULOS
98,FISTULIZACIÓN DEL TRACTO LAGRIMAL HASTA LA CAVIDAD NASAL
981,DACRIOCISTORRINOSTOMÍA [DCR]
982,CONJUNTIVOCISTORRINOSTOMÍA
983,CONJUNTIVORRINOSTOMÍA CON INSERCIÓN DE TUBO O VARILLA
99,OTRAS OPERACIONES SOBRE EL APARATO LAGRIMAL
991,OBLITERACIÓN DEL PUNTO LAGRIMAL
999,OTRAS OPERACIONES DEL APARATO LAGRIMAL
10,OPERACIONES SOBRE LA CONJUNTIVA
100,EXTRACCIÓN DE LA CONJUNTIVA DE UN CUERPO EXTRAÑO INCRUSTADO MEDIANTE INCISIÓN
100X,EXTRACCIÓN DE LA CONJUNTIVA DE UN CUERPO EXTRAÑO INCRUSTADO MEDIANTE INCISIÓN
101,OTRA INCISIÓN DE CONJUNTIVA
101X,OTRA INCISIÓN DE CONJUNTIVA
102,PROCEDIMIENTOS DIAGNÓSTICOS DE LA CONJUNTIVA
1029,OTROS PROCEDIMIENTOS DIAGNÓSTICOS DE LA CONJUNTIVA
1021,BIOPSIA DE CONJUNTIVA
103,EXCISIÓN O DESTRUCCIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA
1031,EXCISIÓN DE LESIÓN O TEJIDO DE CONJUNTIVA
1032,DESTRUCCIÓN DE LESIÓN DE CONJUNTIVA
1033,OTROS PROCEDIMIENTOS DESTRUCTIVOS DE LA CONJUNTIVA
104,CONJUNTIVOPLASTIA
1041,REPARACIÓN DE SIMBLÉFARON CON INJERTO LIBRE
1042,RECONSTRUCCIÓN DE FONDO DE SACO CONJUNTIVAL CON INJERTO LIBRE
1043,OTRA RECONSTRUCCIÓN DE FONDO DE SACO CONJUNTIVAL
1044,OTRO INJERTO LIBRE A LA CONJUNTIVA
1049,OTRA CONJUNTIVOPLASTIA
105,LISIS DE ADHERENCIA CONJUNTIVA Y PÁRPADO
105X,LISIS DE ADHERENCIA CONJUNTIVA Y PÁRPADO
106,REPARACIÓN DE LACERACIÓN DE CONJUNTIVA
106X,REPARACIÓN DE LACERACIÓN DE CONJUNTIVA
109,OTRAS OPERACIONES SOBRE CONJUNTIVA
1091,INYECCIÓN SUBCONJUNTIVAL
1099,OTRAS OPERACIONES DE LA CONJUNTIVA
11,OPERACIONES DE LA CÓRNEA
110,EXTRACCIÓN POR IMÁN DE CUERPO EXTRAÑO INCRUSTADO EN CÓRNEA
110X,EXTRACCIÓN POR IMÁN DE CUERPO EXTRAÑO INCRUSTADO EN CÓRNEA
111,INCISIÓN DE CÓRNEA
111X,INCISIÓN DE CÓRNEA
112,PROCEDIMIENTOS DIAGNÓSTICOS DE LA CÓRNEA
1121,RASPADO DE CÓRNEA PARA FROTIS O CULTIVO
1122,BIOPSIA DE CÓRNEA
1129,OTROS PROCEDIMIENTOS DIAGNÓSTICOS DE LA CÓRNEA
113,EXCISIÓN DE PTERIGIÓN
1131,TRANSPOSICIÓN DE PTERIGIÓN
1132,EXCISIÓN DE PTERIGIÓN CON INJERTO CORNEAL
1139,OTRA EXCISIÓN DE PTERIGIÓN
114,EXCISIÓN O DESTRUCCIÓN DE TEJIDO U OTRA LESIÓN DE CÓRNEA
1141,EXTIRPACIÓN MECÁNICA DEL EPITELIO CORNEAL
1142,TERMOCAUTERIZACIÓN DE LESIÓN CORNEAL
1143,CRIOTERAPIA DE LESIÓN CORNEAL
1149,OTRA EXTIRPACIÓN O DESTRUCCIÓN DE LESIÓN CORNEAL
115,REPARACIÓN DE CÓRNEA
1151,SUTURA DE LACERACIÓN CORNEAL
1152,REPARACIÓN DE DEHISCENCIA DE HERIDA POSTOPERATORIA DE CÓRNEA
1153,REPARACIÓN DE LACERACIÓN O HERIDA CORNEAL CON COLGAJO CONJUNTIVAL
1159,OTRA REPARACIÓN DE CÓRNEA
116,TRASPLANTE DE CÓRNEA
1160,"TRASPLANTE DE CORNEA, NO ESPECIFICADO DE OTRA MANERA"
1161,QUERATOPLASTIA LAMELAR CON AUTOINJERTO
1162,OTRA QUERATOPLASTIA LAMELAR
1163,QUERATOPLASTIA PENETRANTE CON AUTOINJERTO
1164,OTRA QUERATOPLASTIA PENETRANTE
1169,OTRO TRASPLANTE CORNEAL
117,OTRA CIRUGÍA RECONSTRUCTIVA Y REFRACTIVA DE LA CÓRNEA
1171,QUERATOMILEUSIS
1172,QUERATOFAQUIA
1173,QUERATOPRÓTESIS
1174,TERMOQUERATOPLASTIA
1175,QUERATOTOMÍA RADIAL
1176,EPIQUERATOFAQUIA
1179,OTRA CIRUGÍA RECONSTRUCTIVA Y REFRACTIVA DE LA CÓRNEA
119,OTRAS OPERACIONES DE LA CÓRNEA
1191,TATUAJE DE CÓRNEA
1192,ELIMINACIÓN DE LA CÓRNEA DE IMPLANTACIÓN ARTIFICIAL
1199,OTRAS OPERACIONES DE LA CÓRNEA
12,"OPERACIONES SOBRE IRIS, CUERPO CILIAR, ESCLERÓTICA, Y CÁMARA ANTERIOR DEL OJO."
120,EXTRACCIÓN DE CUERPO EXTRAÑO INTRAOCULAR DEL SEGMENTO ANTERIOR DEL OJO
1200,"EXTRACCIÓN DE CUERPO EXTRAÑO INTRAOCULAR DEL SEGMENTO ANTERIOR DEL OJO, NO ESPECIFICADA DE OTRA MANERA"
1201,"EXTRACCIÓN DE CUERPO EXTRAÑO INTRAOCULAR DEL SEGMENTO ANTERIOR DEL OJO, CON EMPLEO DE IMÁN"
1202,EXTRACCIÓN DE CUERPO EXTRAÑO DEL SEGMENTO ANTERIOR DEL OJO SIN EMPLEO DE IMÁN
121,IRIDOTOMÍA E IRIDECTOMÍA SIMPLE
1211,IRIDOTOMÍA CON TRANSFIXIÓN
1212,OTRA IRIDOTOMÍA
1213,EXCISIÓN DE IRIS PROLAPSADO
1214,OTRA IRIDECTOMÍA
122,"PROCEDIMIENTOS DIAGNÓSTICOS SOBRE IRIS, CUERPO CILIAR, ESCLERÓTICA, Y CÁMARA ANTERIOR DEL OJO"
1221,ASPIRACIÓN DIAGNÓSTICA DE LA CÁMARA ANTERIOR DEL OJO
1222,BIOPSIA DE IRIS
1229,"OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE EL IRIS, CUERPO CILIAR, ESCLERÓTICA, Y CÁMARA ANTERIOR DEL OJO"
123,IRIDOPLASTIA Y COROPLASTIA
1231,LISIS DE GONIOSINEQUIAS
1232,LISIS DE OTRAS SINEQUIAS ANTERIORES
1233,LISIS DE SINEQUIAS POSTERIORES
1234,LISIS DE ADHERENCIAS CORNEOVÍTREAS
1235,COREOPLASTIA
1239,OTRA IRIDOPLASTIA
124,EXCISIÓN O DESTRUCCIÓN DE LESIÓN DE IRIS Y CUERPO CILIAR
1240,"EXTIRPACIÓN DE LESIÓN DEL SEGMENTO ANTERIOR DEL OJO, NO ESPECIFICADA DE OTRA MANERA"
1241,"DESTRUCCIÓN DE LESIÓN DE IRIS, NO POR EXCISIÓN"
1242,EXCISIÓN DE LESIÓN DE IRIS
1243,"DESTRUCCIÓN DE LESIÓN DEL CUERPO CILIAR, NO POR EXCISIÓN"
1244,EXCISIÓN DE LESIÓN DE CUERPO CILIAR
125,FACILITACIÓN DE LA CIRCULACIÓN INTRAOCULAR
1251,GONIOPUNTURA SIN GONIOTOMÍA
1252,GONIOTOMÍA SIN GONIOPUNTURA
1253,GONIOTOMÍA CON GONIOPUNTURA
1254,TRABECULOTOMÍA DESDE EL EXTERIOR
1255,CICLODIÁLISIS
1259,OTRA FACILITACIÓN DE LA CIRCULACIÓN INTRAOCULAR
126,FISTULIZACIÓN ESCLERAL
1261,TREPANACIÓN DE ESCLERÓTICA CON IRIDECTOMÍA
1262,TERMOCAUTERIZACIÓN DE ESCLERÓTICA CON IRIDECTOMÍA
1263,IRIDENCLESIS E IRIDOTASIS
1264,TRABECULECTOMÍA DESDE EL EXTERIOR
1265,OTRA FÍSTULIZACIÓN ESCLERAL CON IRIDECTOMÍA
1266,REVISIÓN POSTOPERATORIA DE PROCEDIMIENTO DE FISTULIZACIÓN ESCLERAL
1269,OTRO PROCEDIMIENTO DE FISTULIZACIÓN
127,OTROS PROCEDIMIENTOS PARA EL ALIVIO DE UNA PRESIÓN INTRAOCULAR ELEVADA
1271,CICLODIATERMIA
1272,CICLOCRIOTERAPIA
1273,CICLOFOTOCOAGULACIÓN
1274,"DISMINUCIÓN DEL CUERPO CILIAR, NO ESPECIFICADA DE OTRA MANERA"
1279,OTROS PROCEDIMIENTOS DE GLAUCOMA
128,OPERACIONES SOBRE ESCLERÓTICA
1281,SUTURA DE LACERACIÓN ESCLERÓTICA
1282,REPARACIÓN DE FÍSTULA ESCLERAL
1283,"REVISIÓN DE HERIDA OPERATORIA DE SEGMENTO ANTERIOR, NO CLASIFICADA BAJO OTRO CONCEPTO"
1284,EXCISIÓN O DESTRUCCIÓN DE LESIÓN DE ESCLERÓTICA
1285,REPARACIÓN DE ESTAFILOMA ESCLERAL CON INJERTO
1286,OTRA REPARACIÓN DE ESTAFILOMA ESCLERAL
1287,REFUERZO ESCLERAL CON INJERTO
1288,OTRO REFUERZO ESCLERAL
1289,OTRAS OPERACIONES SOBRE ESCLERÓTICA
129,"OTRAS OPERACIONES SOBRE EL IRIS, CUERPO CILIAR Y CÁMARA ANTERIOR DEL OJO"
1291,EVACUACIÓN TERAPÉUTICA DE LA CÁMARA ANTERIOR DEL OJO
1292,INYECCIÓN EN CÁMARA ANTERIOR DEL OJO
1293,EXTIRPACIÓN O DESTRUCCIÓN DE EXCRECENCIA DESCENDIENTE EPITELIAL DE LA CÁMARA ANTERIOR DEL OJO
1297,OTRAS OPERACIONES SOBRE IRIS
1298,OTRAS OPERACIONES SOBRE EL CUERPO CILIAR
1299,OTRAS OPERACIONES SOBRE LA CÁMARA ANTERIOR DEL OJO
13,OPERACIONES SOBRE EL CRISTALINO
130,EXTRACCIÓN DE CUERPO EXTRAÑO DE CRISTALINO
1300,"EXTRACCIÓN DE CUERPO EXTRAÑO DEL CRISTALINO, NO ESPECIFICADO DE OTRA MANERA"
1301,EXTRACCIÓN DE CUERPO EXTRAÑO DEL CRISTALINO CON EMPLEO DE IMÁN
1302,EXTRACCIÓN DE CUERPO EXTRAÑO SIN EMPLEO DE IMÁN
131,EXTRACCIÓN INTRACAPSULAR DEL CRISTALINO
