CATALOG_KEY,NOMBRE,ES_SUIVE_EST_EPI
A819,"INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATÍPICO, SIN OTRA ESPECIFICACIÓN",NO
A82,RABIA,SI
A820,RABIA SELVÁTICA,SI
A821,RABIA URBANA,SI
A829,"RABIA, SIN OTRA ESPECIFICACIÓN",SI
A83,ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS,NO
A830,ENCEFALITIS JAPONESA,NO
A831,ENCEFALITIS EQUINA DEL OESTE,NO
A832,ENCEFALITIS EQUINA DEL ESTE,NO
A833,ENCEFALITIS DE SAN LUIS,NO
A834,ENCEFALITIS AUSTRALIANA,NO
A835,ENCEFALITIS DE CALIFORNIA,NO
A836,ENFERMEDAD POR VIRUS ROCÍO,NO
A838,OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR MOSQUITOS,NO
A839,"ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS, SIN OTRA ESPECIFICACIÓN",NO
A84,ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS,NO
A840,ENCEFALITIS DEL LEJANO ORIENTE TRANSMITIDA POR GARRAPATAS [ENCEFALITIS PRIMAVEROESTIVAL RUSA],NO
A841,ENCEFALITIS CENTROEUROPEA TRANSMITIDA POR GARRAPATAS,NO
A848,OTRAS ENCEFALITIS VIRALES TRANSMITIDA POR GARRAPATAS,NO
A849,"ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS, SIN OTRA ESPECIFICACIÓN",NO
A85,"OTRAS ENCEFALITIS VIRALES, NO CLASIFICADAS EN OTRA PARTE",NO
A850,ENCEFALITIS ENTEROVIRAL,NO
A851,ENCEFALITIS POR ADENOVIRUS,NO
A852,"ENCEFALITIS VIRAL TRANSMITIDA POR ARTRÓPODOS, SIN OTRA ESPECIFCACIÓN",NO
A858,OTRAS ENCEFALITIS VIRALES ESPECIFCADAS,NO
A86X,"ENCEFALITIS VIRAL, NO ESPECIFICADA",NO
A87,MENINGITIS VIRAL,NO
A870,MENINGITIS ENTEROVIRAL,NO
A871,MENINGITIS DEBIDA A ADENOVIRUS,NO
A872,CORIOMENINGITIS LINFOCÍTICA,NO
A878,OTRAS MENINGITIS VIRALES,NO
A879,"MENINGITIS VIRAL, SIN OTRA ESPECIFICACIÓN",NO
A88,"OTRAS INFECCIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL, NO CLASIFICADAS EN OTRA PARTE",NO
A880,FIEBRE EXANTEMÁTICA ENTEROVIRAL [EXANTEMA DE BOSTON],NO
A881,VÉRTIGO EPIDÉMICO,NO
A888,OTRAS INFECCIONES VIRALES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL,NO
A89X,"INFECCIÓN VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA",NO
A90X,FIEBRE DEL DENGUE [DENGUE CLÁSICO],SI
A91X,FIEBRE DEL DENGUE HEMORRÁGICO,SI
A92,OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS,NO
A920,ENFERMEDAD POR VIRUS CHIKUNGUNYA,SI
A921,FIEBRE DE O'NYONG-NYONG,NO
A922,FIEBRE EQUINA VENEZOLANA,NO
A923,INFECCIÓN POR VIRUS DEL OESTE DEL NILO,SI
A924,FIEBRE DEL VALLE DEL RIFT,NO
A925,ENFERMEDAD POR EL VIRUS DEL ZIKA,SI
A928,OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS,SI
A929,"FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACIÓN",NO
A93,"OTRAS FIEBRES VIRALES TRANSMITIDAS POR ARTRÓPODOS, NO CLASIFICADAS EN OTRA PARTE",NO
A930,ENFERMEDAD POR VIRUS DE OROPOUCHE,NO
A931,FIEBRE TRANSMITIDA POR FLEBÓTOMOS,NO
A932,FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS,NO
A938,OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ARTRÓPODOS,NO
A94X,"FIEBRE VIRAL TRANSMITIDA POR ARTRÓPODOS, NO ESPECIFICADA",NO
A95,FIEBRE AMARILLA,SI
A950,FIEBRE AMARILLA SELVÁTICA,SI
A951,FIEBRE AMARILLA URBANA,SI
A959,"FIEBRE AMARILLA, NO ESPECIFICADA",SI
A96,FIEBRE HEMORRÁGICA POR ARENAVIRUS,NO
A960,FIEBRE HEMORRÁGICA DE JUNÍN,NO
A961,FIEBRE HEMORRÁGICA DE MACHUPO,NO
A962,FIEBRE DE LASSA,NO
A968,OTRAS FIEBRES HEMORRÁGICAS POR ARENAVIRUS,NO
A969,"FIEBRE HEMORRÁGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACIÓN",NO
A97,DENGUE,NO
A970,DENGUE SIN SIGNOS DE ALARMA,SI
A971,DENGUE CON SIGNOS DE ALARMA,SI
A972,DENGUE SEVERO,SI
A979,"DENGUE, NO ESPECIFICADO",SI
A98,"OTRAS FIEBRES VIRALES HEMORRÁGICAS, NO CLASIFICADAS EN OTRA PARTE",NO
A980,FIEBRE HEMORRÁGICA DE CRIMEA-CONGO,NO
A981,FIEBRE HEMORRÁGICA DE OMSK,NO
A982,ENFERMEDAD DE LA SELVA KYASANUR,NO
A983,ENFERMEDAD POR EL VIRUS DE MARBURG,NO
A984,ENFERMEDAD POR EL VIRUS DE EBOLA,SI
A985,FIEBRES HEMORRÁGICAS CON SÍNDROME RENAL,NO
A988,OTRAS FIEBRES HEMORRÁGICAS VIRALES ESPECIFICADAS,NO
A99X,"FIEBRE VIRAL HEMORRÁGICA, NO ESPECIFICADA",NO
B00,INFECCIONES HERPÉTICA [HERPES SIMPLE],NO
B000,ECZEMA HERPÉTICO,NO
B001,DERMATITIS VESICULAR HERPÉTICA,NO
B002,GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPÉTICA,NO
B003,MENINGITIS HERPÉTICA,NO
B004,ENCEFALITIS HERPÉTICA,NO
B005,OCULOPATÍA HERPÉTICA,NO
B007,ENFERMEDAD HERPÉTICA DISEMINADA,NO
B008,OTRAS FORMAS DE INFECCIONES HERPÉTICAS,NO
B009,"INFECCIÓN DEBIDA AL VIRUS DEL HERPES, NO ESPECIFICADA",NO
B01,VARICELA,NO
B010,MENINGITIS DEBIDA A VARICELA,NO
B011,ENCEFALITIS DEBIDA A VARICELA,NO
B012,NEUMONÍA DEBIDA A VARICELA,NO
B018,VARICELA CON OTRAS COMPLICACIONES,NO
B019,VARICELA SIN COMPLICACIONES,NO
B02,HERPES ZOSTER,NO
B020,ENCEFALITIS DEBIDA A HERPES ZOSTER,NO
B021,MENINGITIS DEBIDA A HERPES ZOSTER,NO
B022,HERPES ZOSTER CON OTROS COMPROMISOS DEL SISTEMA NERVIOSO,NO
B023,HERPES ZOSTER OCULAR,NO
B027,HERPES ZOSTER DISEMINADO,NO
B028,HERPES ZOSTER CON OTRAS COMPLICACIONES,NO
B029,HERPES ZOSTER SIN COMPLICACIONES,NO
B03X,VIRUELA,NO
B04X,VIRUELA DE LOS MONOS,NO
B05,SARAMPIÓN,SI
B050,SARAMPIÓN COMPLICADO CON ENCEFALITIS,SI
B051,SARAMPIÓN COMPLICADO CON MENINGITIS,SI
B052,SARAMPIÓN COMPLICADO CON NEUMONÍA,SI
B053,SARAMPIÓN COMPLICADO CON OTITIS MEDIA,SI
B054,SARAMPIÓN CON COMPLICACIONES INTESTINALES,SI
B058,SARAMPIÓN CON OTRAS COMPLICACIONES,SI
B059,SARAMPIÓN SIN COMPLICACIONES,SI
B06,RUBÉOLA [SARAMPIÓN ALEMÁN],SI
B060,RUBÉOLA CON COMPLICACIONES NEUROLÓGICAS,SI
B068,RUBÉOLA CON OTRAS COMPLICACIONES,SI
B069,RUBÉOLA SIN COMPLICACIONES,SI
B07X,VERRUGAS VÍRICAS,NO
B08,"OTRAS INFECIONES VÍRICAS CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS, NO CLASIFICADAS EN OTRA PARTE",NO
B080,OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS,NO
B081,MOLUSCO CONTAGIOSO,NO
B082,EXANTEMA SÚBITO [SEXTA ENFERMEDAD],NO
B083,ERITEMA INFECCIOSO [QUINTA ENFERMEDAD],NO
B084,ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA,NO
B085,FARINGITIS VESICULAR ENTEROVÍRICA,NO
B088,"OTRAS INFECCIONES VIRALES ESPECIFICADAS, CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS",NO
B09X,"INFECCIÓN VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS",NO
B15,HEPATITIS AGUDA TIPO A,SI
B150,"HEPATITIS AGUDA TIPO A, CON COMA HEPÁTICO",SI
B159,"HEPATITIS AGUDA TIPO A, SIN COMA HEPÁTICO",SI
B16,HEPATITIS AGUDA TIPO B,SI
B160,"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCIÓN), CON COMA HEPÁTICO",SI
B161,"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCIÓN), SIN COMA HEPÁTICO",SI
B162,"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPÁTICO",SI
B169,"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPÁTICO",SI
B17,OTRAS HEPATITIS VIRALES AGUDAS,NO
B170,INFECCIÓN (SUPERINFECCIÓN) AGUDA POR AGENTE DELTA EN LA HEPATITIS B CRÓNICA,NO
B171,HEPATITIS AGUDA TIPO C,NO
B172,HEPATITIS AGUDA TIPO E,NO
B178,OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS,NO
B179,HEPATITIS VIRAL AGUDA NO ESPECIFICADA,NO
B18,HEPATITIS VIRAL CRÓNICA,NO
B180,"HEPATITIS VIRAL TIPO B CRÓNICA, CON AGENTE DELTA",NO
B181,"HEPATITIS VIRAL TIPO B CRÓNICA, SIN AGENTE DELTA",NO
B182,HEPATITIS VIRAL TIPO C CRÓNICA,NO
B188,OTRAS HEPATITIS VIRALES CRÓNICAS,NO
B189,"HEPATITIS VIRAL CRÓNICA, SIN OTRA ESPECIFICACIÓN",NO
B19,"HEPATITIS VIRAL, SIN OTRA ESPECIFICACIÓN",NO
B190,HEPATITIS VIRAL NO ESPECIFICADA CON COMA HEPÁTICO,NO
B199,HEPATITIS VIRAL NO ESPECIFICADA SIN COMA HEPÁTICO,NO
B20,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS",SI
B200,"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIÓN POR MICOBACTERIAS",SI
B201,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS",SI
B202,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS",SI
B203,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES",SI
B204,"ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS",SI
B205,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS",SI
B206,"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONÍA POR PNEUMOCYSTIS CARINII",SI
B207,"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MÚLTIPLES",SI
B208,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS",SI
B209,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA",SI
B21,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN TUMORES MALIGNOS",SI
B210,"ENFERMEDAD POR VIH, RESULTANTE EN SARCOMA DE KAPOSI",SI
B211,"ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT",SI
B212,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TIPOS DE LINFOMA NO HODGKIN",SI
B213,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS DEL TEJIDO LINFOIDE, HEMATOPOYÉTICO Y TEJIDOS RELACIONADOS",SI
B217,"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS MÚLTIPLES",SI
B218,"ENFERMEDAD POR VIH, RESULTANTE EN OTROS TUMORES MALIGNOS",SI
B219,"ENFERMEDAD POR VIH, RESULTANTE EN TUMORES MALIGNOS NO ESPECIFICADOS",SI
B22,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN OTRAS ENFERMEDADES ESPECIFICADAS",SI
B220,"ENFERMEDAD POR VIH, RESULTANTE EN ENCEFALOPATÍA",SI
B221,"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONITIS LINFOIDE INTERSTICIAL",SI
B222,"ENFERMEDAD POR VIH, RESULTANTE EN SÍNDROME CAQUÉCTICO",SI
B227,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDADES MÚLTIPLES CLASIFICADAS EN OTRA PARTE",SI
B23,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN OTRAS AFECCIONES",SI
B230,SÍNDROME DE INFECCIÓN AGUDA DEBIDA A VIH,SI
B231,"ENFERMEDAD POR VIH, RESULTANTE EN LINFADENOPATÍA GENERALIZADA (PERSISTENTE)",SI
B232,"ENFERMEDAD POR VIH, RESULTANTE EN ANORMALIDADES INMUNOLÓGICAS Y HEMATOLÓGICAS, NO CLASIFICADAS EN OTRA PARTE",SI
B238,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS AFECCIONES ESPECIFICADAS",SI
B24X,"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], SIN OTRA ESPECIFICACIÓN",SI
B25,ENFERMEDAD DEBIDA A VIRUS CITOMEGÁLICO,NO
B250,NEUMONITIS DEBIDA A VIRUS CITOMEGÁLICO,NO
B251,HEPATITIS DEBIDA A VIRUS CITOMEGÁLICO,NO
B252,PANCREATITIS DEBIDA A VIRUS CITOMEGÁLICO,NO
B258,OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGÁLICO,NO
B259,"ENFERMEDAD POR VIRUS CITOMEGÁLICO, NO ESPECIFICADA",NO
B26,PAROTIDITIS INFECCIOSA,NO
B260,ORQUITIS POR PAROTIDITIS,NO
B261,MENINGITIS POR PAROTIDITIS,NO
B262,ENCEFALITIS POR PAROTIDITIS,NO
B263,PANCREATITIS POR PAROTIDITIS,NO
B268,PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES,NO
B269,"PAROTIDITIS, SIN COMPLICACIONES",NO
B27,MONONUCLEOSIS INFECCIOSA,NO
B270,MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA,NO
B271,MONONUCLEOSIS POR CITOMEGALOVIRUS,NO
B278,OTRAS MONONUCLEOSIS INFECCIOSAS,NO
B279,"MONONUCLEOSIS INFECCIOSA, NO ESPECIFICADA",NO
B30,CONJUNTIVITIS VIRAL,NO
B300,QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS,NO
B301,CONJUNTIVITIS DEBIDA A ADENOVIRUS,NO
B302,FARINGOCONJUNTIVITIS VIRAL,NO
B303,CONJUNTIVITIS EPIDÉMICA AGUDA HEMORRÁGICA (ENTEROVÍRICA),NO
B308,OTRAS CONJUNTIVITIS VIRALES,NO
B309,"CONJUNTIVITIS VIRAL, SIN OTRA ESPECIFICACIÓN",NO
B33,"OTRAS ENFERMEDADES VIRALES, NO CLASIFICADAS EN OTRA PARTE",NO
B330,MIALGIA EPIDÉMICA,NO
B331,ENFERMEDAD DEL RÍO ROSS,NO
B332,CARDITIS VIRAL,NO
B333,"INFECCIONES DEBIDAS A RETROVIRUS, NO CLASIFICADAS EN OTRA PARTE",NO
B334,SÍNDROME (CARDIO) PULMONAR POR HANTAVIRUS [SPH] [SCPH] (J17.1*),NO
B338,OTRAS ENFERMEDADES VIRALES ESPECIFICADAS,NO
B34,INFECCIÓN VIRAL DE SITIO NO ESPECIFICADO,NO
B340,"INFECCIÓN DEBIDA A ADENOVIRUS, DE SITIO NO ESPECIFICADO",NO
B341,"INFECCIÓN DEBIDA A ENTEROVIRUS, DE SITIO NO ESPECIFICADO",NO
B342,"INFECCIÓN DEBIDA A CORONAVIRUS, DE SITIO NO ESPECIFICADO",NO
B343,"INFECCIÓN DEBIDA A PARVOVIRUS, DE SITIO NO ESPECIFICADO",NO
B344,"INFECCIÓN DEBIDA A PAPOVAVIRUS,DE SITIO NO ESPECIFICADO",NO
B348,OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO,NO
B349,"INFECCIÓN VIRAL, NO ESPECIFICADA",NO
B35,DERMATOFITOSIS,NO
B350,TIÑA DE LA BARBA Y DEL CUERO CABELLUDO,NO
B351,TIÑA DE LAS UÑAS,NO
B352,TIÑA DE LA MANO,NO
B353,TIÑA DEL PIE [TINEA PEDIS],NO
B354,TIÑA DEL CUERPO [TINEA CORPORIS],NO
B355,TIÑA IMBRICADA [TINEA IMBRICATA],NO
B356,TIÑA INGUINAL [TINEA CRURIS],NO
B358,OTRAS DERMATOFITOSIS,NO
B359,"DERMATOFITOSIS, NO ESPECIFICADA",NO
B36,OTRAS MICOSIS SUPERFICIALES,NO
B360,PITIRIASIS VERSICOLOR,NO
B361,TIÑA NEGRA,NO
B362,PIEDRA BLANCA,NO
B363,PIEDRA NEGRA,NO
B368,OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS,NO
B369,"MICOSIS SUPERFICIAL, SIN OTRA ESPECIFICACIÓN",NO
B37,CANDIDIASIS,NO
B370,ESTOMATITIS CANDIDIÁSICA,NO
B371,CANDIDIASIS PULMONAR,NO
B372,CANDIDIASIS DE LA PIEL Y LAS UÑAS,NO
B373,CANDIDIASIS DE LA VULVA Y DE LA VAGINA,NO
B374,CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES,NO
B375,MENINGITIS DEBIDA A CANDIDA,NO
B376,ENDOCARDITIS DEBIDA A CANDIDA,NO
B377,SEPSIS DEBIDA A CANDIDA,NO
B378,CANDIDIASIS DE OTROS SITIOS,NO
B379,"CANDIDIASIS, NO ESPECIFICADA",NO
B38,COCCIDIOIDOMICOSIS,NO
B380,COCCIDIOIDOMICOSIS PULMONAR AGUDA,NO
B381,COCCIDIOIDOMICOSIS PULMONAR CRÓNICA,NO
B382,"COCCIDIOIDOMICOSIS PULMONAR, SIN OTRA ESPECIFICACIÓN",NO
B383,COCCIDIOIDOMICOSIS CUTÁNEA,NO
B384,MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS,NO
B387,COCCIDIOIDOMICOSIS DISEMINADA,NO
B388,OTRAS FORMAS DE COCCIDIOIDOMICOSIS,NO
B389,"COCCIDIOIDOMICOSIS, NO ESPECIFICADA",NO
B39,HISTOPLASMOSIS,NO
B390,INFECCIÓN PULMONAR AGUDA DEBIDA A HISTOPLASMA CAPSULATUM,NO
B391,INFECCIÓN PULMONAR CRÓNICA DEBIDA A HISTOPLASMA CAPSULATUM,NO
B392,"INFECCIÓN PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACIÓN",NO
B393,INFECCIÓN DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM,NO
B394,"HISTOPLASMOSIS DEBIDA A HISTOPLASMA CAPSULATUM, SIN OTRA ESPECIFICACIÓN",NO
B395,INFECCIÓN DEBIDA A HISTOPLASMA DUBOISII,NO
B399,"HISTOPLASMOSIS, NO ESPECIFICADA",NO
B40,BLASTOMICOSIS,NO
B400,BLASTOMICOSIS PULMONAR AGUDA,NO
B401,BLASTOMICOSIS PULMONAR CRÓNICA,NO
B402,"BLASTOMICOSIS PULMONAR, SIN OTRA ESPECIFICACIÓN",NO
B403,BLASTOMICOSIS CUTÁNEA,NO
B407,BLASTOMICOSIS DISEMINADA,NO
B408,OTRAS FORMAS DE BLASTOMICOSIS,NO
B409,"BLASTOMICOSIS, NO ESPECIFICADA",NO
B41,PARACOCCIDIOIDOMICOSIS,NO
B410,PARACOCCIDIOIDOMICOSIS PULMONAR,NO
B417,PARACOCCIDIOIDOMICOSIS DISEMINADA,NO
B418,OTRAS FORMAS DE PARACOCCIDIOIDOMICOSIS,NO
B419,"PARACOCCIDIOIDOMICOSIS, NO ESPECIFICADA",NO
B42,ESPOROTRICOSIS,NO
B420,ESPOROTRICOSIS PULMONAR,NO
B421,ESPOROTRICOSIS LINFOCUTÁNEA,NO
B427,ESPOROTRICOSIS DISEMINADA,NO
B428,OTRAS FORMAS DE ESPOROTRICOSIS,NO
B429,"ESPOROTRICOSIS, NO ESPECIFICADA",NO
B43,CROMOMICOSIS Y ABSCESO FEOMICÓTICO,NO
B430,CROMOMICOSIS CUTÁNEA,NO
B431,ABSCESO CEREBRAL FEOMICÓTICO,NO
B432,ABSCESO Y QUISTE SUBCUTÁNEO FEOMICÓTICO,NO
B438,OTRAS FORMAS DE CROMOMICOSIS,NO
B439,"CROMOMICOSIS,NO ESPECIFICADA",NO
B44,ASPERGILOSIS,NO
B440,ASPERGILOSIS PULMONAR INVASIVA,NO
B441,OTRAS ASPERGILOSIS PULMONARES,NO
B442,ASPERGILOSIS AMIGDALINA,NO
B447,ASPERGILOSIS DISEMINADA,NO
B448,OTRAS FORMAS DE ASPERGILOSIS,NO
B449,"ASPERGILOSIS, NO ESPECIFICADA",NO
B45,CRIPTOCOCOSIS,NO
B450,CRIPTOCOCOSIS PULMONAR,NO
B451,CRIPTOCOCOSIS CEREBRAL,NO
B452,CRIPTOCOCOSIS CUTÁNEA,NO
B453,CRIPTOCOCOSIS ÓSEA,NO
B457,CRIPTOCOCOSIS DISEMINADA,NO
B458,OTRAS FORMAS DE CRIPTOCOCOSIS,NO
B459,"CRIPTOCOCOSIS, NO ESPECIFICADA",NO
B46,CIGOMICOSIS,NO
B460,MUCORMICOSIS PULMONAR,NO
B461,MUCORMICOSIS RINOCEREBRAL,NO
B462,MUCORMICOSIS GASTROINTESTINAL,NO
B463,MUCORMICOSIS CUTÁNEA,NO
B464,MUCORMICOSIS DISEMINADA,NO
B465,"MUCORMICOSIS, SIN OTRA ESPECIFICACIÓN",NO
B468,OTRAS CIGOMICOSIS,NO
B469,"CIGOMICOSIS, NO ESPECIFICADA",NO
B47,MICETOMA,NO
B470,EUMICETOMA,NO
B471,ACTINOMICETOMA,NO
B479,"MICETOMA, NO ESPECIFICADO",NO
B48,"OTRAS MICOSIS, NO CLASIFICADAS EN OTRA PARTE",NO
B480,LOBOMICOSIS,NO
B481,RINOSPORIDIOSIS,NO
B482,ALESQUERIASIS,NO
B483,GEOTRICOSIS,NO
B484,PENICILOSIS,NO
B485,NEUMOCISTOSIS (J17.2*),NO
B487,MICOSIS OPORTUNISTAS,NO
B488,OTRAS MICOSIS ESPECIFICADAS,NO
B49X,"MICOSIS, NO ESPECIFICADA",NO
B50,PALUDISMO [MALARIA] DEBIDO A PLASMODIUM FALCIPARUM,SI
B500,PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES CEREBRALES,SI
B508,OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM,SI
B509,"PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM, SIN OTRA ESPECIFICACIÓN",SI
B51,PALUDISMO [MALARIA] DEBIDO A PLASMODIUM VIVAX,SI
B510,PALUDISMO DEBIDO A PLASMODIUM VIVAX CON RUPTURA ESPLÉNICA,SI
B518,PALUDISMO DEBIDO A PLASMODIUM VIVAX CON OTRAS COMPLICACIONES,SI
B519,"PALUDISMO DEBIDO A PLASMODIUM VIVAX, SIN COMPLICACIONES",SI
B52,PALUDISMO [MALARIA] DEBIDO A PLASMODIUM MALARIAE,NO
B520,PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATÍA,NO
B528,PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON OTRAS COMPLICACIONES,NO
B529,"PALUDISMO DEBIDO A PLASMODIUM MALARIAE, SIN COMPLICACIONES",NO
B53,OTRO PALUDISMO [MALARIA] CONFIRMADO PARASITOLÓGICAMENTE,NO
B530,PALUDISMO DEBIDO A PLASMODIUM OVALE,NO
B531,PALUDISMO DEBIDO A PLASMODIOS DE LOS SIMIOS,NO
B538,"OTRO PALUDISMO CONFIRMADO PARASITOLÓGICAMENTE, NO CLASIFICADO EN OTRA PARTE",NO
B54X,PALUDISMO [MALARIA] NO ESPECIFICADO,NO
B55,LEISHMANIASIS,NO
B550,LEISHMANIASIS VISCERAL,SI
B551,LEISHMANIASIS CUTÁNEA,SI
B552,LEISHMANIASIS MUCOCUTÁNEA,NO
B559,"LEISHMANIASIS, NO ESPECIFICADA",NO
B56,TRIPANOSOMIASIS AFRICANA,NO
B560,TRIPANOSOMIASIS GAMBIENSE,NO
B561,TRIPANOSOMIASIS RHODESIENSE,NO
B569,"TRIPANOSOMIASIS AFRICANA, SIN OTRA ESPECIFICACIÓN",NO
B57,ENFERMEDAD DE CHAGAS,NO
B570,ENFERMEDAD DE CHAGAS AGUDA QUE AFECTA AL CORAZÓN,SI
B571,ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZÓN,SI
B572,ENFERMEDAD DE CHAGAS (CRÓNICA) QUE AFECTA AL CORAZÓN,SI
B573,ENFERMEDAD DE CHAGAS (CRÓNICA) QUE AFECTA AL SISTEMA DIGESTIVO,SI
B574,ENFERMEDAD DE CHAGAS (CRÓNICA) QUE AFECTA AL SISTEMA NERVIOSO,SI
B575,ENFERMEDAD DE CHAGAS (CRÓNICA) QUE AFECTA OTROS ÓRGANOS,SI
B58,TOXOPLASMOSIS,NO
B580,OCULOPATÍA DEBIDA A TOXOPLASMA,NO
B581,HEPATITIS DEBIDA A TOXOPLASMA,NO
B582,MENINGOENCEFALITIS DEBIDA A TOXOPLASMA,NO
B583,TOXOPLASMOSIS PULMONAR,NO
B588,TOXOPLASMOSIS CON OTRO ÓRGANO AFECTADO,NO
B589,"TOXOPLASMOSIS, NO ESPECIFICADA",NO
B59X,NEUMOCISTOSIS (J17.3*),NO
B60,"OTRAS ENFERMEDADES DEBIDAS A PROTOZOARIOS, NO CLASIFICADAS EN OTRA PARTE",NO
B600,BABESIOSIS,NO
B601,ACANTAMEBIASIS,NO
B602,NAEGLERIASIS,NO
B608,OTRAS ENFERMEDADES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,NO
B64X,"ENFERMEDAD DEBIDA A PROTOZOARIOS, NO ESPECIFICADA",NO
B65,ESQUISTOSOMIASIS [BILHARZIASIS],NO
B650,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA HAEMATOBIUM (ESQUISTOSOMIASIS URINARIA),NO
B651,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA MANSONI [ESQUISTOSOMIASIS INTESTINAL],NO
B652,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA JAPONICUM,NO
B653,DERMATITIS POR CERCARIAS,NO
B658,OTRAS ESQUISTOSOMIASIS,NO
B659,"ESQUISTOSOMIASIS, NO ESPECIFICADA",NO
B66,OTRAS INFECCIONES DEBIDAS A TREMATODOS,NO
B660,OPISTORQUIASIS,NO
B661,CLONORQUIASIS,NO
